Filing Date/Time,Publication Date/Time,Document Date,Source,Disclosing Organisation LEI,Disclosing Organisation Name,Description,Category,ESEF Type,Download Link,Related Organisation(s)
30/04/2025 17:04,30/04/2025 17:04,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5636727.html,
30/04/2025 16:48,30/04/2025 16:48,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5636703.html,
30/04/2025 15:02,30/04/2025 15:02,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250430837480.html,
30/04/2025 15:00,30/04/2025 15:00,,EQS Group (EQS),635400OKXTE2YQC92T76,Amundi Physical Metals plc,Amundi Physical Metals plc: Release of the Base Prospectus - AMUNDI PHYSICAL GOLD ETC,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/EQS/ASPRROYFVTNJEXUUCKKNKIHM.html,
30/04/2025 13:47,30/04/2025 13:47,,Regulatory News Services (RNS),PBLD0EJDB5FWOLXP3B76,Wells Fargo & Company,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5636313.html,
30/04/2025 12:24,30/04/2025 12:24,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250430284341.html,
30/04/2025 12:20,30/04/2025 12:20,,Regulatory News Services (RNS),MLU0ZO3ML4LN2LL2TL39,HSBC Holdings PLC,Publication of base prospectus supplement,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5636194.html,
30/04/2025 11:58,28/04/2025 09:35,28/04/2025,FCA,635400OKXTE2YQC92T76,Amundi Physical Metals plc,Amundi Physical Metals plc - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000119227/NI-000119227.pdf,
30/04/2025 11:43,30/04/2025 11:43,,Regulatory News Services (RNS),549300F5XIFGNNW4CF72,Santander UK Group Holdings PLC,Publication of Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5636179.html,
30/04/2025 11:32,30/04/2025 11:32,,Regulatory News Services (RNS),PTCQB104N23FMNK2RZ28,Santander UK Plc,Publication of Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5636168.html,
30/04/2025 11:24,30/04/2025 11:15,20/02/2025,Direct Upload,549300EVRWDWFJUNNP53,CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,Summary - FT_ISS - CGMFL99613-25LEQ010856-XS2989684522 (UK PO),Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000119234/NI-000119234.pdf,
30/04/2025 11:10,30/04/2025 11:10,,Regulatory News Services (RNS),,Akademiska Hus AB,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5636113.html,
30/04/2025 09:57,30/04/2025 09:57,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250430963131.html,
30/04/2025 08:20,30/04/2025 08:20,,Regulatory News Services (RNS),558600VUMCHBIHACQF76,SUCI Second Investment Company,Publication of Supplemental Offering Circular,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5635577.html,
30/04/2025 07:00,30/04/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 100 miljoonan euron lisäyksen viitelainaan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001093455-fi.html,
30/04/2025 07:00,30/04/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues a EUR 100 million tap under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001093455-en.html,
30/04/2025 06:00,30/04/2025 06:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5634622.html,
30/04/2025 06:00,30/04/2025 06:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5634626.html,
30/04/2025 06:00,30/04/2025 06:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5634628.html,
29/04/2025 14:58,29/04/2025 14:58,,Regulatory News Services (RNS),213800VP9N3LOQZ22441,Seneca Growth Capital VCT PLC,Issue of Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5634295.html,
29/04/2025 12:43,29/04/2025 12:43,,EQS Group (EQS),2138004624W8CKCSJ177,Petrofac Limited,Petrofac Limited: PUBLICATION OF PROSPECTUS,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/EQS/UYAOYSTUWFQVYHTMQRFPKMOS.html,
29/04/2025 12:37,29/04/2025 12:36,29/04/2025,Direct Upload,2138004624W8CKCSJ177,Petrofac Limited,Petrofac Balance Sheet Restructuring Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000119050/NI-000119050.pdf,
29/04/2025 12:18,29/04/2025 12:18,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250429165894.html,
29/04/2025 11:53,29/04/2025 11:53,,Regulatory News Services (RNS),,Abu Dhabi Dev. Hol. Company PJSC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5634105.html,
29/04/2025 10:02,29/04/2025 10:02,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250429963007.html,
29/04/2025 09:59,29/04/2025 09:45,26/02/2025,Direct Upload,549300EVRWDWFJUNNP53,CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,Summary - FT_ISS - CGMFL99991_25LEQ011618_XS3004429513 (UK BP),Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118975/NI-000118975.pdf,
29/04/2025 09:09,25/04/2025 10:00,25/04/2025,FCA,213800LAQZXPRIZUEH50,GAMMA COMMUNICATIONS PLC,GAMMA COMMUNICATIONS PLC - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118935/NI-000118935.pdf,
29/04/2025 09:09,25/04/2025 09:40,25/04/2025,FCA,213800VBVRGDTYL9Y928,Technologies New Energy plc,Technologies New Energy plc - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118934/NI-000118934.pdf,
29/04/2025 08:00,29/04/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 175 miljoonan euron lisäyksen viitelainaan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001092978-fi.html,
29/04/2025 08:00,29/04/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues a EUR 175 million tap under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001092978-en.html,
29/04/2025 07:00,29/04/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues NOK 2 billion green bond under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001093068-en.html,
29/04/2025 07:00,29/04/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 2 miljardin Norjan kruunun vihreän joukkovelkakirjalainan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001093068-fi.html,
28/04/2025 13:30,28/04/2025 13:30,,Regulatory News Services (RNS),549300VN4WV7Z6T14K68,Rentokil Initial PLC,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5632236.html,
28/04/2025 09:38,24/04/2025 09:18,24/04/2025,FCA,213800UWDRB36DW8O432,HANETF MULTI-ASSET ETC ISSUER PLC,HANETF MULTI-ASSET ETC ISSUER PLC - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118822/NI-000118822.pdf,
28/04/2025 09:38,24/04/2025 08:36,24/04/2025,FCA,549300CRL28LF3CSEA14;549300KQWCT26VXWW684,Goldman  Sachs & Co. Wertpapier GMBH;Goldman Sachs Finance Corp International Ltd,"Goldman, Sachs & Co. Wertpapier GMBH;Goldman Sachs Finance Corp International Ltd - Supplementary Prospectus",Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118821/NI-000118821.pdf,
25/04/2025 12:06,25/04/2025 12:06,,Regulatory News Services (RNS),549300VVURQQYU45PR87,Kenya (The Republic of),Announcement of Private Placement,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5630210.html,
25/04/2025 11:19,25/04/2025 11:00,25/04/2025,Direct Upload,213800LAQZXPRIZUEH50,GAMMA COMMUNICATIONS PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118759/NI-000118759.pdf,
25/04/2025 11:00,25/04/2025 11:00,,Regulatory News Services (RNS),213800LAQZXPRIZUEH50,Gamma Communications PLC,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5630098.html,
25/04/2025 10:25,23/04/2025 09:36,23/04/2025,FCA,KX1WK48MPD4Y2NCUIZ63;549300YZ10WOWPBPDW20,Natixis;NATIXIS STRUCTURED ISSUANCE SA,Natixis;NATIXIS STRUCTURED ISSUANCE SA - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118730/NI-000118730.pdf,
25/04/2025 10:25,23/04/2025 09:31,23/04/2025,FCA,U4LOSYZ7YG4W3S5F2G91;RILFO74KP1CM8P6PCT96,STANDARD CHARTERED PLC;Standard Chartered Bank,STANDARD CHARTERED PLC;Standard Chartered Bank - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118729/NI-000118729.pdf,
25/04/2025 10:25,23/04/2025 09:01,23/04/2025,FCA,635400GQU6WKILM5R975,HANetf ETC Securities plc,HANetf ETC Securities plc - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118728/NI-000118728.pdf,
25/04/2025 10:25,23/04/2025 12:53,23/04/2025,FCA,549300XZYEQCLA1ZAT25,EJF Investments Limited,EJF Investments Limited - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118727/NI-000118727.pdf,
25/04/2025 10:01,25/04/2025 10:01,,Regulatory News Services (RNS),,Technologies New Energy PLC,Approval and Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5630008.html,
25/04/2025 09:56,25/04/2025 09:54,25/04/2025,Direct Upload,213800VBVRGDTYL9Y928,Technologies New Energy plc,De-SPAC and Reverse Takeover Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118736/NI-000118736.pdf,
25/04/2025 09:32,25/04/2025 09:32,,Regulatory News Services (RNS),JHE42UYNWWTJB8YTTU19,Australia & New Zealand Banking Grp,Amendment of Final Terms,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5629948.html,
25/04/2025 07:00,25/04/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues EUR 10 million notes under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001092178-en.html,
25/04/2025 07:00,25/04/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 10 miljoonan euron joukkovelkakirjalainan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001092178-fi.html,
25/04/2025 06:00,25/04/2025 06:00,,Regulatory News Services (RNS),,Metropolis of Tokyo,Publication of an Offering Circular,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5629264.html,
24/04/2025 14:16,24/04/2025 14:15,31/03/2025,Direct Upload,549300XODK7D2K2KYV43,FIDELITY SPECIAL VALUES PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118663/NI-000118663.pdf,
24/04/2025 14:13,24/04/2025 14:12,31/03/2025,Direct Upload,549300ND695NEJ5GPI72,Fidelity Japan Trust PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118661/NI-000118661.pdf,
24/04/2025 14:11,24/04/2025 14:10,31/03/2025,Direct Upload,549300UC0QPP7Y0W8056,FIDELITY EUROPEAN TRUST PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118660/NI-000118660.pdf,
24/04/2025 14:09,24/04/2025 14:07,31/03/2025,Direct Upload,213800HWWQPUJ4K1GS84,Fidelity Emerging Markets Limited,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118659/NI-000118659.pdf,
24/04/2025 14:06,24/04/2025 14:05,31/03/2025,Direct Upload,54930076MSJ0ZW67JB75,Fidelity China Special Situations PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118657/NI-000118657.pdf,
24/04/2025 14:03,24/04/2025 14:02,31/03/2025,Direct Upload,54930094CXNYINSNOQ96,FIDELITY ASIAN VALUES PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118656/NI-000118656.pdf,
24/04/2025 12:22,24/04/2025 12:22,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250424764140.html,
24/04/2025 11:49,22/04/2025 10:43,22/04/2025,FCA,549300WFIN7T02UKDG08,Bank of Queensland Ltd.,Bank of Queensland Ltd. - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118636/NI-000118636.pdf,
24/04/2025 11:49,22/04/2025 09:59,22/04/2025,FCA,635400YENQ7FY7ZJJS32,Atlas Funding 2025-1 PLC,Atlas Funding 2025-1 PLC - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118635/NI-000118635.pdf,
24/04/2025 09:42,24/04/2025 09:42,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250424981047.html,
24/04/2025 09:19,24/04/2025 09:19,,Regulatory News Services (RNS),KX1WK48MPD4Y2NCUIZ63,Natixis,Publication of a Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5628011.html,
24/04/2025 09:07,24/04/2025 09:07,,Regulatory News Services (RNS),549300YZ10WOWPBPDW20,Natixis Structured Issuance SA,Publication of Supplementary Prospectus ,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5627976.html,
23/04/2025 15:50,23/04/2025 15:50,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250423155485.html,
23/04/2025 14:50,23/04/2025 14:50,,Regulatory News Services (RNS),U4LOSYZ7YG4W3S5F2G91,Standard Chartered PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5626620.html,
23/04/2025 14:34,23/04/2025 14:30,23/04/2025,Direct Upload,549300XZYEQCLA1ZAT25,EJF Investments Limited,EJFI Prospectus (23 April 2025),Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118539/NI-000118539.pdf,
23/04/2025 14:32,23/04/2025 14:31,23/04/2025,Direct Upload,RILFO74KP1CM8P6PCT96;U4LOSYZ7YG4W3S5F2G91,Standard Chartered Bank;STANDARD CHARTERED PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118537/NI-000118537.pdf,
23/04/2025 14:12,23/04/2025 14:12,,Regulatory News Services (RNS),549300XZYEQCLA1ZAT25,EJF Investments Ltd,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5626540.html,
23/04/2025 12:26,23/04/2025 12:26,,Regulatory News Services (RNS),635400YENQ7FY7ZJJS32,Atlas Funding 2025-1 PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5626473.html,
23/04/2025 11:42,23/04/2025 11:29,23/04/2025,Direct Upload,635400YENQ7FY7ZJJS32,Atlas Funding 2025-1 PLC,Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118448/NI-000118448.pdf,
23/04/2025 11:08,17/04/2025 10:30,17/04/2025,Direct Upload,213800VL4S7K6A2YTX94;213800WT2ILF5PBCB432;213800WSH2TNL9NG5I06;213800DMF84841RMWX35,Maven Income and Growth VCT Plc;Maven Income and Growth VCT 3 PLC;Maven Income and Growth VCT 4 PLC;Maven Income and Growth VCT 5 PLC,Maven Income and Growth VCT Plc;Maven Income and Growth VCT 3 PLC;Maven Income and Growth VCT 4 PLC;Maven Income and Growth VCT 5 PLC - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118480/NI-000118480.pdf,
23/04/2025 11:08,17/04/2025 08:47,17/04/2025,FCA,213800MJL6IPZS3ASA11,Smiths Group Plc,Smiths Group Plc - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118479/NI-000118479.pdf,
23/04/2025 11:08,17/04/2025 09:55,17/04/2025,Direct Upload,2138009A8DWW2RUSXJ76,NIE Finance plc,NIE Finance plc - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118478/NI-000118478.pdf,
23/04/2025 11:08,17/04/2025 09:18,17/04/2025,FCA,213800UNJSVQFNUYYW03,Abu Dhabi National Energy Company PJSC,Abu Dhabi National Energy Company PJSC - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118477/NI-000118477.pdf,
23/04/2025 11:08,17/04/2025 09:37,17/04/2025,FCA,2138003QW2ZAYZODBU23,WisdomTree Multi Asset Issuer Public Limited Company,WisdomTree Multi Asset Issuer Public Limited Company - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118476/NI-000118476.pdf,
23/04/2025 11:08,17/04/2025 10:47,17/04/2025,FCA,IGJSJL3JD5P30I6NJZ34;4PQUHN3JPFGFNF3BB653;KG1FTTDCK4KNVM3OHB52;5493003FCPSE9RKT4B56,MORGAN STANLEY;Morgan Stanley & Co. International PLC;Morgan Stanley B.V;MORGAN STANLEY FINANCE LLC,MORGAN STANLEY;Morgan Stanley & Co. International PLC;Morgan Stanley B.V;MORGAN STANLEY FINANCE LLC - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118475/NI-000118475.pdf,
23/04/2025 07:10,23/04/2025 06:00,22/04/2025,Direct Upload,549300WFIN7T02UKDG08,Bank of Queensland Ltd.,BOQ EMTN Programme Update 2025,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118408/NI-000118408.pdf,
23/04/2025 06:25,23/04/2025 06:25,,Regulatory News Services (RNS),549300WFIN7T02UKDG08,Bank of Queensland Limited,BOQ EMTN Programme Update 2025,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5625764.html,
22/04/2025 15:14,16/04/2025 12:16,16/04/2025,FCA,9DJT3UXIJIZJI4WXO774,BANK OF AMERICA CORPORATION,BANK OF AMERICA CORPORATION - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118379/NI-000118379.pdf,
22/04/2025 15:09,22/04/2025 15:09,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250422492945.html,
17/04/2025 15:02,17/04/2025 15:02,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250417373626.html,
17/04/2025 13:13,17/04/2025 13:13,,Regulatory News Services (RNS),,Abu Dhabi National Energy Co PJSC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5622662.html,
17/04/2025 13:06,17/04/2025 13:05,17/04/2025,Direct Upload,213800MJL6IPZS3ASA11,Smiths Group Plc,Base Prospectus Supporting Documents,Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118228/NI-000118228.pdf,
17/04/2025 13:03,17/04/2025 13:02,17/04/2025,Direct Upload,213800MJL6IPZS3ASA11,Smiths Group Plc,Base Prospectus Supporting Documents,Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118226/NI-000118226.pdf,
17/04/2025 13:01,17/04/2025 13:01,17/04/2025,Direct Upload,213800MJL6IPZS3ASA11,Smiths Group Plc,Base Prospectus Supporting Documents,Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118225/NI-000118225.pdf,
17/04/2025 12:57,17/04/2025 12:56,17/04/2025,Direct Upload,213800MJL6IPZS3ASA11,Smiths Group Plc,Base Prospectus Supporting Documents - Annual Report 2024,Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118221/NI-000118221.pdf,
17/04/2025 12:52,17/04/2025 12:26,17/04/2025,Direct Upload,213800MJL6IPZS3ASA11,Smiths Group Plc,Smiths Group plc - EMTN Base Prospectus,Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118212/NI-000118212.pdf,
17/04/2025 12:24,17/04/2025 12:08,17/04/2025,FCA,2138009A8DWW2RUSXJ76,NIE Finance plc,"NIE Finance PLC Prospectus for £2,500,000,000 Euro Medium Term Note Programme",Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118210/NI-000118210.pdf,
17/04/2025 12:19,17/04/2025 12:08,17/04/2025,Direct Upload,2138009A8DWW2RUSXJ76,NIE Finance plc,NIE Finance PLC Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118207/NI-000118207.docx,
17/04/2025 12:11,17/04/2025 12:11,,Regulatory News Services (RNS),213800MJL6IPZS3ASA11,Smiths Group PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5622571.html,
17/04/2025 12:08,17/04/2025 12:08,,PR Newswire (PRN),2138009A8DWW2RUSXJ76,NIE Finance Plc,NIE Finance Plc - Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/PRN/202504170808PR_NEWS_UKDISCLO_0079.html,
17/04/2025 11:56,17/04/2025 11:56,,Regulatory News Services (RNS),213800VL4S7K6A2YTX94,Maven Income & Growth VCT PLC,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5622569.html,
17/04/2025 11:42,17/04/2025 11:41,17/04/2025,FCA,213800DMF84841RMWX35;213800WSH2TNL9NG5I06;213800VL4S7K6A2YTX94;213800WT2ILF5PBCB432,Maven Income and Growth VCT 5 PLC;Maven Income and Growth VCT 4 PLC;Maven Income and Growth VCT Plc;Maven Income and Growth VCT 3 PLC,Publication of Supplementary Prospectus pursuant to an Offer for Subscription,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118200/NI-000118200.pdf,
17/04/2025 09:58,15/04/2025 09:10,15/04/2025,FCA,549300FR80KBVO6DRL61,GS Finance Corp.,GS Finance Corp. - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118150/NI-000118150.pdf,
17/04/2025 09:58,15/04/2025 09:14,15/04/2025,FCA,213800G1C9KKVVDN1A60,HAMMERSON PLC,HAMMERSON PLC - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118149/NI-000118149.pdf,
17/04/2025 09:58,15/04/2025 10:23,15/04/2025,FCA,G5GSEF7VJP5I7OUK5573,BARCLAYS BANK PLC,BARCLAYS BANK PLC - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000118148/NI-000118148.pdf,
17/04/2025 08:12,17/04/2025 08:12,,Regulatory News Services (RNS),213800VWAV2HXY1OUT29,Malvern International PLC,Issue of Warrants ,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5622021.html,
17/04/2025 07:26,17/04/2025 07:26,,Regulatory News Services (RNS),213800WZ5CZJXHTI7U71,Fragrant Prosperity Holdings Ltd,Amendment: New CLN Issued ,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5621971.html,
17/04/2025 06:00,17/04/2025 06:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5621103.html,
17/04/2025 06:00,17/04/2025 06:00,,Regulatory News Services (RNS),213800WZ5CZJXHTI7U71,Fragrant Prosperity Holdings Ltd,New CLN Issued,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5621868.html,
16/04/2025 13:11,16/04/2025 13:11,,Regulatory News Services (RNS),,Bank of America Corporation,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5620781.html,
16/04/2025 10:28,16/04/2025 10:28,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250416063568.html,
16/04/2025 06:00,16/04/2025 06:00,,Regulatory News Services (RNS),213800MV3XGAOASPT433,Beowulf Mining PLC,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5619316.html,
15/04/2025 16:31,15/04/2025 16:15,15/04/2025,Direct Upload,549300EVRWDWFJUNNP53,CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,"Issue of up to GBP 5,800,000 Citigroup Global Markets Funding Luxembourg S.C.A. Notes due June 2035 linked to Preference Shares of Citigroup Global Markets Funding Luxembourg S.C.A. CGMFL104928",Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000117973/NI-000117973.pdf,
